module_category,component_category,year_repair,month_repair,number_repair
M4,P26,2009,7,2
M4,P26,2009,8,1
M4,P26,2009,9,3
M4,P26,2009,11,1
M4,P26,2009,12,1
M4,P27,2007,8,1
M4,P27,2009,4,1
M4,P28,2005,3,3
M4,P28,2005,4,6
M4,P28,2005,5,8
M4,P28,2005,6,26
M4,P28,2005,7,36
M4,P28,2005,8,50
M4,P28,2005,9,51
M4,P28,2005,10,55
M4,P28,2005,11,47
M4,P28,2005,12,53
M4,P28,2006,1,75
M4,P28,2006,2,83
M4,P28,2006,3,76
M4,P28,2006,4,91
M4,P28,2006,5,73
M4,P28,2006,6,63
M4,P28,2006,7,68
M4,P28,2006,8,70
M4,P28,2006,9,81
M4,P28,2006,10,91
M4,P28,2006,11,86
M4,P28,2006,12,88
M4,P28,2007,1,92
M4,P28,2007,2,98
M4,P28,2007,3,117
M4,P28,2007,4,101
M4,P28,2007,5,71
M4,P28,2007,6,79
M4,P28,2007,7,74
M4,P28,2007,8,73
M4,P28,2007,9,59
M4,P28,2007,10,49
M4,P28,2007,11,53
M4,P28,2007,12,34
M4,P28,2008,1,25
M4,P28,2008,2,17
M4,P28,2008,3,14
M4,P28,2008,4,17
M4,P28,2008,5,10
M4,P28,2008,6,10
M4,P28,2008,7,7
M4,P28,2008,8,6
M4,P28,2008,10,3
M4,P28,2008,11,2
M4,P28,2008,12,1
M4,P28,2009,1,4
M4,P28,2009,3,3
M4,P28,2009,4,2
M4,P28,2009,5,1
M4,P28,2009,6,2
M4,P28,2009,9,3
M4,P30,2005,2,1
M4,P30,2005,3,6
M4,P30,2005,4,2
M4,P30,2005,5,7
M4,P30,2005,6,11
M4,P30,2005,7,14
M4,P30,2005,8,23
M4,P30,2005,9,27
M4,P30,2005,10,48
M4,P30,2005,11,71
M4,P30,2005,12,39
M4,P30,2006,1,59
M4,P30,2006,2,59
M4,P30,2006,3,58
M4,P30,2006,4,70
M4,P30,2006,5,54
M4,P30,2006,6,62
M4,P30,2006,7,90
M4,P30,2006,8,73
M4,P30,2006,9,105
M4,P30,2006,10,81
M4,P30,2006,11,73
M4,P30,2006,12,51
M4,P30,2007,1,53
M4,P30,2007,2,81
M4,P30,2007,3,74
M4,P30,2007,4,40
M4,P30,2007,5,48
M4,P30,2007,6,55
M4,P30,2007,7,56
M4,P30,2007,8,74
M4,P30,2007,9,48
M4,P30,2007,10,20
M4,P30,2007,11,36
M4,P30,2007,12,19
M4,P30,2008,1,18
M4,P30,2008,2,10
M4,P30,2008,3,13
M4,P30,2008,4,11
M4,P30,2008,5,2
M4,P30,2008,6,2
M4,P30,2008,7,1
M4,P30,2008,8,2
M4,P30,2008,11,2
M4,P30,2008,12,3
M4,P30,2009,3,1
M4,P30,2009,4,1
M4,P30,2009,5,1
M4,P30,2009,12,3
M4,P31,2005,4,1
M4,P31,2005,6,5
M4,P31,2005,7,2
M4,P31,2005,8,6
M4,P31,2005,9,5
M4,P31,2005,10,9
M4,P31,2005,11,14
M4,P31,2005,12,2
M4,P31,2006,1,10
M4,P31,2006,2,13
M4,P31,2006,3,11
M4,P31,2006,4,14
M4,P31,2006,5,8
M4,P31,2006,6,4
M4,P31,2006,7,13
M4,P31,2006,8,8
M4,P31,2006,9,9
M4,P31,2006,10,8
M4,P31,2006,11,7
M4,P31,2006,12,5
M4,P31,2007,1,2
M4,P31,2007,2,4
M4,P31,2007,3,9
M4,P31,2007,4,4
M4,P31,2007,5,4
M4,P31,2007,6,3
M4,P31,2007,7,9
M4,P31,2007,8,3
M4,P31,2007,9,5
M4,P31,2007,10,4
M4,P31,2007,11,3
M4,P31,2007,12,2
M4,P31,2008,1,5
M4,P31,2008,2,5
M4,P31,2008,4,1
M4,P31,2008,5,1
M4,P31,2008,7,2
M4,P31,2008,8,1
M5,P01,2005,11,1
M5,P01,2007,1,1
M5,P01,2009,4,1
M5,P02,2006,1,6
M5,P02,2006,2,5
M5,P02,2006,3,10
M5,P02,2006,4,14
M5,P02,2006,5,19
M5,P02,2006,6,7
M5,P02,2006,7,12
M5,P02,2006,8,7
M5,P02,2006,9,6
M5,P02,2006,10,11
M5,P02,2006,11,4
M5,P02,2006,12,11
M5,P02,2007,1,15
M5,P02,2007,2,2
M5,P02,2007,3,5
M5,P02,2007,4,11
M5,P02,2007,5,6
M5,P02,2007,6,11
M5,P02,2007,7,10
M5,P02,2007,8,4
M5,P02,2007,9,4
M5,P02,2007,10,7
M5,P02,2007,11,6
M5,P02,2007,12,3
M5,P02,2008,1,5
M5,P02,2008,2,3
M5,P02,2008,3,5
M5,P02,2008,4,1
M5,P02,2008,5,2
M5,P02,2008,6,2
M5,P02,2008,8,1
M5,P02,2008,9,2
M5,P02,2008,10,2
M5,P02,2008,11,1
M5,P02,2008,12,1
M5,P02,2009,2,1
M5,P02,2009,3,1
M5,P02,2009,7,1
M5,P04,2005,12,2
M5,P04,2006,1,3
M5,P04,2006,2,5
M5,P04,2006,3,4
M5,P04,2006,4,6
M5,P04,2006,5,7
M5,P04,2006,6,7
M5,P04,2006,7,7
M5,P04,2006,8,5
M5,P04,2006,9,8
M5,P04,2006,10,6
M5,P04,2006,11,6
M5,P04,2006,12,14
M5,P04,2007,1,11
M5,P04,2007,2,14
M5,P04,2007,3,8
M5,P04,2007,4,8
M5,P04,2007,5,9
M5,P04,2007,6,10
M5,P04,2007,7,11
M5,P04,2007,8,12
M5,P04,2007,9,9
M5,P04,2007,10,6
M5,P04,2007,11,13
M5,P04,2007,12,7
M5,P04,2008,1,5
M5,P04,2008,2,6
M5,P04,2008,3,6
M5,P04,2008,4,3
M5,P04,2008,5,5
M5,P04,2008,6,4
M5,P04,2008,7,1
M5,P04,2008,9,1
M5,P04,2008,10,2
M5,P04,2008,12,1
M5,P04,2009,1,1
M5,P04,2009,2,1
M5,P04,2009,4,1
M5,P04,2009,5,1
M5,P04,2009,6,1
M5,P04,2009,9,1
M5,P04,2009,10,1
M5,P05,2006,1,4
M5,P05,2006,2,3
M5,P05,2006,3,3
M5,P05,2006,4,7
M5,P05,2006,5,5
M5,P05,2006,6,6
M5,P05,2006,7,11
M5,P05,2006,8,2
M5,P05,2006,9,10
M5,P05,2006,10,7
M5,P05,2006,11,10
M5,P05,2006,12,9
M5,P05,2007,1,2
M5,P05,2007,2,7
M5,P05,2007,3,7
M5,P05,2007,4,4
M5,P05,2007,5,4
M5,P05,2007,6,10
M5,P05,2007,7,5
M5,P05,2007,8,2
M5,P05,2007,9,6
M5,P05,2007,10,4
M5,P05,2007,11,4
M5,P05,2007,12,7
M5,P05,2008,1,1
M5,P05,2008,2,1
M5,P05,2008,3,4
M5,P05,2008,4,3
M5,P05,2008,5,3
M5,P05,2008,6,1
M5,P05,2008,7,1
M5,P05,2008,8,1
M5,P05,2008,9,2
M5,P05,2008,12,1
M5,P05,2009,2,1
M5,P05,2009,11,1
M5,P06,2005,12,29
M5,P06,2006,1,88
M5,P06,2006,2,146
M5,P06,2006,3,184
M5,P06,2006,4,255
M5,P06,2006,5,252
M5,P06,2006,6,247
M5,P06,2006,7,332
M5,P06,2006,8,287
M5,P06,2006,9,299
M5,P06,2006,10,426
M5,P06,2006,11,392
M5,P06,2006,12,327
M5,P06,2007,1,304
M5,P06,2007,2,318
M5,P06,2007,3,260
M5,P06,2007,4,295
M5,P06,2007,5,236
M5,P06,2007,6,252
M5,P06,2007,7,312
M5,P06,2007,8,200
M5,P06,2007,9,277
M5,P06,2007,10,241
M5,P06,2007,11,240
M5,P06,2007,12,201
M5,P06,2008,1,132
M5,P06,2008,2,148
M5,P06,2008,3,135
M5,P06,2008,4,100
M5,P06,2008,5,76
M5,P06,2008,6,68
M5,P06,2008,7,50
M5,P06,2008,8,44
M5,P06,2008,9,42
M5,P06,2008,10,26
M5,P06,2008,11,15
M5,P06,2008,12,13
M5,P06,2009,1,13
M5,P06,2009,2,9
M5,P06,2009,3,11
M5,P06,2009,4,5
M5,P06,2009,5,6
M5,P06,2009,6,3
M5,P06,2009,7,8
M5,P06,2009,8,3
M5,P06,2009,11,2
M5,P06,2009,12,1
M5,P09,2005,11,2
M5,P09,2005,12,7
M5,P09,2006,1,8
M5,P09,2006,2,9
M5,P09,2006,3,15
M5,P09,2006,4,15
M5,P09,2006,5,14
M5,P09,2006,6,10
M5,P09,2006,7,9
M5,P09,2006,8,9
M5,P09,2006,9,6
M5,P09,2006,10,18
M5,P09,2006,11,17
M5,P09,2006,12,20
M5,P09,2007,1,14
M5,P09,2007,2,17
M5,P09,2007,3,13
M5,P09,2007,4,17
M5,P09,2007,5,28
M5,P09,2007,6,27
M5,P09,2007,7,29
M5,P09,2007,8,21
M5,P09,2007,9,15
M5,P09,2007,10,29
M5,P09,2007,11,30
M5,P09,2007,12,10
M5,P09,2008,1,13
M5,P09,2008,2,30
M5,P09,2008,3,40
M5,P09,2008,4,30
M5,P09,2008,5,20
M5,P09,2008,6,16
M5,P09,2008,7,11
M5,P09,2008,8,13
M5,P09,2008,9,15
M5,P09,2008,10,11
M5,P09,2008,11,10
M5,P09,2008,12,7
M5,P09,2009,1,8
M5,P09,2009,2,8
M5,P09,2009,3,10
M5,P09,2009,4,9
M5,P09,2009,5,7
M5,P09,2009,6,6
M5,P09,2009,7,6
M5,P09,2009,8,8
M5,P09,2009,9,5
M5,P09,2009,10,6
M5,P09,2009,11,5
M5,P09,2009,12,5
M5,P10,2006,8,1
M5,P10,2006,9,1
M5,P10,2006,10,1
M5,P10,2008,1,1
M5,P11,2005,11,1
M5,P11,2005,12,1
M5,P11,2006,1,5
M5,P11,2006,2,2
M5,P11,2006,3,8
M5,P11,2006,4,7
M5,P11,2006,5,14
M5,P11,2006,6,14
M5,P11,2006,7,13
M5,P11,2006,8,12
M5,P11,2006,9,10
M5,P11,2006,10,13
M5,P11,2006,11,13
M5,P11,2006,12,14
M5,P11,2007,1,12
M5,P11,2007,2,17
M5,P11,2007,3,7
M5,P11,2007,4,16
M5,P11,2007,5,12
M5,P11,2007,6,5
M5,P11,2007,7,13
M5,P11,2007,8,7
M5,P11,2007,9,11
M5,P11,2007,10,13
M5,P11,2007,11,15
M5,P11,2007,12,14
M5,P11,2008,1,10
M5,P11,2008,2,6
M5,P11,2008,3,5
M5,P11,2008,4,9
M5,P11,2008,5,3
M5,P11,2008,6,7
M5,P11,2008,7,1
M5,P11,2008,8,3
M5,P11,2008,9,1
M5,P11,2009,1,1
M5,P11,2009,5,1
M5,P11,2009,7,1
M5,P11,2009,10,1
M5,P12,2005,11,5
M5,P12,2005,12,21
M5,P12,2006,1,44
M5,P12,2006,2,41
M5,P12,2006,3,54
M5,P12,2006,4,105
M5,P12,2006,5,96
M5,P12,2006,6,56
M5,P12,2006,7,67
M5,P12,2006,8,57
M5,P12,2006,9,75
M5,P12,2006,10,84
M5,P12,2006,11,62
M5,P12,2006,12,94
M5,P12,2007,1,67
M5,P12,2007,2,94
M5,P12,2007,3,79
M5,P12,2007,4,80
M5,P12,2007,5,85
M5,P12,2007,6,79
M5,P12,2007,7,74
M5,P12,2007,8,52
M5,P12,2007,9,67
M5,P12,2007,10,65
M5,P12,2007,11,61
M5,P12,2007,12,58
M5,P12,2008,1,49
M5,P12,2008,2,50
M5,P12,2008,3,26
M5,P12,2008,4,16
M5,P12,2008,5,28
M5,P12,2008,6,14
M5,P12,2008,7,10
M5,P12,2008,8,11
M5,P12,2008,9,5
M5,P12,2008,10,11
M5,P12,2008,11,17
M5,P12,2008,12,35
M5,P12,2009,1,21
M5,P12,2009,2,5
M5,P12,2009,3,5
M5,P12,2009,4,1
M5,P12,2009,5,2
M5,P12,2009,7,3
M5,P12,2009,9,1
M5,P12,2009,11,5
M5,P12,2009,12,2
M5,P13,2005,11,1
M5,P13,2005,12,4
M5,P13,2006,1,8
M5,P13,2006,2,13
M5,P13,2006,3,14
M5,P13,2006,4,24
M5,P13,2006,5,29
M5,P13,2006,6,20
M5,P13,2006,7,9
M5,P13,2006,8,10
M5,P13,2006,9,15
M5,P13,2006,10,18
M5,P13,2006,11,17
M5,P13,2006,12,12
M5,P13,2007,1,20
M5,P13,2007,2,16
M5,P13,2007,3,15
M5,P13,2007,4,21
M5,P13,2007,5,15
M5,P13,2007,6,16
M5,P13,2007,7,13
M5,P13,2007,8,9
M5,P13,2007,9,17
M5,P13,2007,10,15
M5,P13,2007,11,20
M5,P13,2007,12,8
M5,P13,2008,1,11
M5,P13,2008,2,10
M5,P13,2008,3,11
M5,P13,2008,4,3
M5,P13,2008,5,4
M5,P13,2008,6,5
M5,P13,2008,7,1
M5,P13,2008,8,5
M5,P13,2008,9,2
M5,P13,2008,10,3
M5,P13,2008,11,1
M5,P13,2008,12,3
M5,P13,2009,1,2
M5,P13,2009,2,1
M5,P13,2009,3,1
M5,P13,2009,4,1
M5,P13,2009,5,1
M5,P13,2009,6,1
M5,P13,2009,7,1
M5,P13,2009,10,1
M5,P15,2005,11,1
M5,P15,2005,12,8
M5,P15,2006,1,13
M5,P15,2006,2,13
M5,P15,2006,3,22
M5,P15,2006,4,26
M5,P15,2006,5,43
M5,P15,2006,6,44
M5,P15,2006,7,66
M5,P15,2006,8,54
M5,P15,2006,9,41
M5,P15,2006,10,54
M5,P15,2006,11,73
M5,P15,2006,12,51
M5,P15,2007,1,43
M5,P15,2007,2,39
M5,P15,2007,3,41
M5,P15,2007,4,34
M5,P15,2007,5,61
M5,P15,2007,6,41
M5,P15,2007,7,46
M5,P15,2007,8,36
M5,P15,2007,9,44
M5,P15,2007,10,35
M5,P15,2007,11,36
M5,P15,2007,12,27
M5,P15,2008,1,25
M5,P15,2008,2,12
M5,P15,2008,3,20
M5,P15,2008,4,14
M5,P15,2008,5,12
M5,P15,2008,6,8
M5,P15,2008,7,7
M5,P15,2008,8,10
M5,P15,2008,9,6
M5,P15,2008,10,4
M5,P15,2008,11,14
M5,P15,2008,12,23
M5,P15,2009,1,10
M5,P15,2009,3,3
M5,P15,2009,4,4
M5,P15,2009,5,1
M5,P15,2009,8,2
M5,P15,2009,10,4
M5,P15,2009,11,1
M5,P15,2009,12,1
M5,P16,2005,11,2
M5,P16,2005,12,8
M5,P16,2006,1,25
M5,P16,2006,2,42
M5,P16,2006,3,50
M5,P16,2006,4,62
M5,P16,2006,5,66
M5,P16,2006,6,58
M5,P16,2006,7,77
M5,P16,2006,8,78
M5,P16,2006,9,77
M5,P16,2006,10,107
M5,P16,2006,11,101
M5,P16,2006,12,91
M5,P16,2007,1,93
M5,P16,2007,2,135
M5,P16,2007,3,100
M5,P16,2007,4,91
M5,P16,2007,5,64
M5,P16,2007,6,95
M5,P16,2007,7,100
M5,P16,2007,8,84
M5,P16,2007,9,87
M5,P16,2007,10,81
M5,P16,2007,11,83
M5,P16,2007,12,84
M5,P16,2008,1,63
M5,P16,2008,2,56
M5,P16,2008,3,60
M5,P16,2008,4,29
M5,P16,2008,5,25
M5,P16,2008,6,36
M5,P16,2008,7,29
M5,P16,2008,8,27
M5,P16,2008,9,33
M5,P16,2008,10,12
M5,P16,2008,11,12
M5,P16,2008,12,19
M5,P16,2009,1,23
M5,P16,2009,2,19
M5,P16,2009,3,12
M5,P16,2009,4,20
M5,P16,2009,5,7
M5,P16,2009,6,15
M5,P16,2009,7,8
M5,P16,2009,8,7
M5,P16,2009,9,13
M5,P16,2009,10,9
M5,P16,2009,11,8
M5,P16,2009,12,11
M5,P17,2005,12,3
M5,P17,2006,1,9
M5,P17,2006,2,5
M5,P17,2006,3,1
M5,P17,2006,4,5
M5,P17,2006,5,8
M5,P17,2006,6,11
M5,P17,2006,7,8
M5,P17,2006,8,13
M5,P17,2006,9,8
M5,P17,2006,10,13
M5,P17,2006,11,14
M5,P17,2006,12,6
M5,P17,2007,1,12
M5,P17,2007,2,4
M5,P17,2007,3,15
M5,P17,2007,4,16
M5,P17,2007,5,15
M5,P17,2007,6,8
M5,P17,2007,7,17
M5,P17,2007,8,5
M5,P17,2007,9,11
M5,P17,2007,10,18
M5,P17,2007,11,16
M5,P17,2007,12,10
M5,P17,2008,1,8
M5,P17,2008,2,5
M5,P17,2008,3,6
M5,P17,2008,4,15
M5,P17,2008,5,3
M5,P17,2008,6,7
M5,P17,2008,7,6
M5,P17,2008,8,4
M5,P17,2008,9,5
M5,P17,2008,10,3
M5,P17,2008,11,8
M5,P17,2008,12,9
M5,P17,2009,1,5
M5,P17,2009,3,1
M5,P17,2009,4,1
M5,P19,2005,12,3
M5,P19,2006,1,1
M5,P19,2006,2,5
M5,P19,2006,3,5
M5,P19,2006,5,4
M5,P19,2006,6,6
M5,P19,2006,7,5
M5,P19,2006,8,4
M5,P19,2006,9,3
M5,P19,2006,10,15
M5,P19,2006,11,11
M5,P19,2006,12,6
M5,P19,2007,1,1
M5,P19,2007,2,7
M5,P19,2007,3,5
M5,P19,2007,4,1
M5,P19,2007,5,4
M5,P19,2007,6,3
M5,P19,2007,7,5
M5,P19,2007,8,3
M5,P19,2007,9,5
M5,P19,2007,10,6
M5,P19,2007,11,4
M5,P19,2007,12,4
M5,P19,2008,1,5
M5,P19,2008,2,2
M5,P19,2008,3,4
M5,P19,2008,4,2
M5,P19,2008,5,1
M5,P19,2008,6,4
M5,P19,2008,8,2
M5,P19,2008,9,1
M5,P19,2008,12,2
M5,P19,2009,1,2
M5,P20,2005,11,3
M5,P20,2005,12,14
M5,P20,2006,1,44
M5,P20,2006,2,62
M5,P20,2006,3,98
M5,P20,2006,4,95
M5,P20,2006,5,121
M5,P20,2006,6,106
M5,P20,2006,7,144
M5,P20,2006,8,149
M5,P20,2006,9,181
M5,P20,2006,10,191
M5,P20,2006,11,231
M5,P20,2006,12,191
M5,P20,2007,1,211
M5,P20,2007,2,224
M5,P20,2007,3,224
M5,P20,2007,4,197
M5,P20,2007,5,182
M5,P20,2007,6,190
M5,P20,2007,7,189
M5,P20,2007,8,135
M5,P20,2007,9,162
M5,P20,2007,10,170
M5,P20,2007,11,154
M5,P20,2007,12,125
M5,P20,2008,1,84
M5,P20,2008,2,99
M5,P20,2008,3,96
M5,P20,2008,4,79
M5,P20,2008,5,44
M5,P20,2008,6,47
M5,P20,2008,7,38
M5,P20,2008,8,28
M5,P20,2008,9,26
M5,P20,2008,10,15
M5,P20,2008,11,7
M5,P20,2008,12,5
M5,P20,2009,1,2
M5,P20,2009,2,5
M5,P20,2009,3,5
M5,P20,2009,4,1
M5,P20,2009,10,1
M5,P21,2005,11,1
M5,P21,2005,12,4
M5,P21,2006,1,9
M5,P21,2006,2,34
M5,P21,2006,3,48
M5,P21,2006,4,52
M5,P21,2006,5,58
M5,P21,2006,6,40
M5,P21,2006,7,52
M5,P21,2006,8,56
M5,P21,2006,9,59
M5,P21,2006,10,89
M5,P21,2006,11,93
M5,P21,2006,12,64
M5,P21,2007,1,45
M5,P21,2007,2,45
M5,P21,2007,3,55
M5,P21,2007,4,44
M5,P21,2007,5,21
M5,P21,2007,6,43
M5,P21,2007,7,27
M5,P21,2007,8,16
M5,P21,2007,9,102
M5,P21,2007,10,138
M5,P21,2007,11,139
M5,P21,2007,12,108
M5,P21,2008,1,51
M5,P21,2008,2,41
M5,P21,2008,3,40
M5,P21,2008,4,39
M5,P21,2008,5,26
M5,P21,2008,6,21
M5,P21,2008,7,20
M5,P21,2008,8,20
M5,P21,2008,9,10
M5,P21,2008,10,10
M5,P21,2008,11,18
M5,P21,2008,12,23
M5,P21,2009,1,17
M5,P21,2009,2,8
M5,P21,2009,3,7
M5,P21,2009,4,11
M5,P21,2009,5,8
M5,P21,2009,6,3
M5,P21,2009,7,4
M5,P21,2009,8,4
M5,P21,2009,9,3
M5,P21,2009,10,2
M5,P21,2009,11,5
M5,P21,2009,12,2
M5,P22,2005,12,3
M5,P22,2006,1,7
M5,P22,2006,2,3
M5,P22,2006,3,3
M5,P22,2006,4,2
M5,P22,2006,5,6
M5,P22,2006,6,1
M5,P22,2006,7,3
M5,P22,2006,8,3
M5,P22,2006,9,3
M5,P22,2006,10,2
M5,P22,2006,11,3
M5,P22,2006,12,6
M5,P22,2007,1,3
M5,P22,2007,2,1
M5,P22,2007,3,3
M5,P22,2007,5,1
M5,P22,2007,6,2
M5,P22,2007,7,1
M5,P22,2007,8,1
M5,P22,2007,9,3
M5,P22,2007,11,1
M5,P22,2007,12,2
M5,P22,2008,4,1
M5,P22,2008,6,1
M5,P22,2008,9,1
M5,P22,2008,11,1
M5,P22,2009,1,2
M5,P24,2005,11,1
M5,P24,2005,12,13
M5,P24,2006,1,20
M5,P24,2006,2,21
M5,P24,2006,3,24
M5,P24,2006,4,28
M5,P24,2006,5,41
M5,P24,2006,6,46
M5,P24,2006,7,59
M5,P24,2006,8,64
M5,P24,2006,9,88
M5,P24,2006,10,74
M5,P24,2006,11,94
M5,P24,2006,12,100
M5,P24,2007,1,91
M5,P24,2007,2,104
M5,P24,2007,3,95
M5,P24,2007,4,85
M5,P24,2007,5,73
M5,P24,2007,6,80
M5,P24,2007,7,72
M5,P24,2007,8,66
M5,P24,2007,9,70
M5,P24,2007,10,68
M5,P24,2007,11,68
M5,P24,2007,12,76
M5,P24,2008,1,60
M5,P24,2008,2,50
M5,P24,2008,3,56
M5,P24,2008,4,50
M5,P24,2008,5,29
M5,P24,2008,6,21
M5,P24,2008,7,10
M5,P24,2008,8,10
M5,P24,2008,9,15
M5,P24,2008,10,4
M5,P24,2008,11,3
M5,P24,2008,12,3
M5,P24,2009,1,4
M5,P24,2009,2,1
M5,P24,2009,3,4
M5,P24,2009,5,2
M5,P24,2009,10,1
M5,P26,2005,12,4
M5,P26,2006,1,9
M5,P26,2006,2,22
M5,P26,2006,3,15
M5,P26,2006,4,30
M5,P26,2006,5,36
M5,P26,2006,6,17
M5,P26,2006,7,14
M5,P26,2006,8,11
M5,P26,2006,9,17
M5,P26,2006,10,14
M5,P26,2006,11,15
M5,P26,2006,12,14
M5,P26,2007,1,8
M5,P26,2007,2,10
M5,P26,2007,3,7
M5,P26,2007,4,5
M5,P26,2007,5,7
M5,P26,2007,6,6
M5,P26,2007,7,10
M5,P26,2007,8,4
M5,P26,2007,9,2
M5,P26,2007,10,5
M5,P26,2007,11,8
M5,P26,2007,12,2
M5,P26,2008,1,1
M5,P26,2008,2,2
M5,P26,2008,3,1
M5,P26,2008,4,3
M5,P26,2008,5,2
M5,P26,2008,6,2
M5,P26,2008,7,1
M5,P26,2008,9,2
M5,P26,2008,12,2
M5,P26,2009,1,1
M5,P26,2009,2,1
M5,P26,2009,6,1
M5,P26,2009,9,1
M5,P26,2009,10,1
M5,P27,2007,9,2
M5,P27,2007,10,1
M5,P28,2005,11,2
M5,P28,2005,12,9
M5,P28,2006,1,18
M5,P28,2006,2,12
M5,P28,2006,3,22
M5,P28,2006,4,27
M5,P28,2006,5,57
M5,P28,2006,6,46
M5,P28,2006,7,50
M5,P28,2006,8,55
M5,P28,2006,9,43
M5,P28,2006,10,62
M5,P28,2006,11,71
M5,P28,2006,12,55
M5,P28,2007,1,39
M5,P28,2007,2,41
M5,P28,2007,3,43
M5,P28,2007,4,44
M5,P28,2007,5,24
M5,P28,2007,6,51
M5,P28,2007,7,52
M5,P28,2007,8,51
M5,P28,2007,9,55
M5,P28,2007,10,46
M5,P28,2007,11,47
M5,P28,2007,12,35
M5,P28,2008,1,27
M5,P28,2008,2,20
M5,P28,2008,3,16
M5,P28,2008,4,20
M5,P28,2008,5,15
M5,P28,2008,6,8
M5,P28,2008,7,8
M5,P28,2008,8,10
M5,P28,2008,9,7
M5,P28,2008,10,11
M5,P28,2008,11,2
M5,P28,2008,12,3
M5,P28,2009,1,1
M5,P28,2009,2,1
M5,P28,2009,3,1
M5,P28,2009,8,2
M5,P30,2005,11,1
M5,P30,2005,12,5
M5,P30,2006,1,7
M5,P30,2006,2,13
M5,P30,2006,3,21
M5,P30,2006,4,27
M5,P30,2006,5,33
M5,P30,2006,6,42
M5,P30,2006,7,54
M5,P30,2006,8,49
M5,P30,2006,9,60
M5,P30,2006,10,64
M5,P30,2006,11,66
M5,P30,2006,12,57
M5,P30,2007,1,31
M5,P30,2007,2,43
M5,P30,2007,3,34
M5,P30,2007,4,40
M5,P30,2007,5,19
M5,P30,2007,6,22
M5,P30,2007,7,25
M5,P30,2007,8,18
M5,P30,2007,9,27
M5,P30,2007,10,18
M5,P30,2007,11,33
M5,P30,2007,12,18
M5,P30,2008,1,20
M5,P30,2008,2,19
M5,P30,2008,3,12
M5,P30,2008,4,6
M5,P30,2008,5,2
M5,P30,2008,6,7
M5,P30,2008,7,1
M5,P30,2008,8,6
M5,P30,2008,9,5
M5,P30,2008,10,5
M5,P30,2008,11,4
M5,P30,2008,12,1
M5,P30,2009,1,1
M5,P30,2009,2,2
M5,P30,2009,5,1
M5,P30,2009,12,1
M5,P31,2005,12,2
M5,P31,2006,1,5
M5,P31,2006,2,5
M5,P31,2006,3,5
M5,P31,2006,4,8
M5,P31,2006,5,11
M5,P31,2006,6,12
M5,P31,2006,7,11
M5,P31,2006,8,9
M5,P31,2006,9,13
M5,P31,2006,10,8
M5,P31,2006,11,19
M5,P31,2006,12,7
M5,P31,2007,1,9
M5,P31,2007,2,6
M5,P31,2007,3,6
M5,P31,2007,4,7
M5,P31,2007,5,5
M5,P31,2007,6,10
M5,P31,2007,7,7
M5,P31,2007,8,2
M5,P31,2007,9,5
M5,P31,2007,10,10
M5,P31,2007,11,14
M5,P31,2007,12,6
M5,P31,2008,1,9
M5,P31,2008,2,3
M5,P31,2008,3,7
M5,P31,2008,4,4
M5,P31,2008,5,3
M5,P31,2008,6,7
M5,P31,2008,7,3
M5,P31,2008,8,4
M5,P31,2008,9,3
M5,P31,2008,10,1
M5,P31,2008,12,1
M5,P31,2009,5,1
M5,P31,2009,9,1
M6,P01,2008,11,1
M6,P01,2009,8,1
M6,P01,2009,10,1
M6,P02,2007,8,1
M6,P02,2007,9,1
M6,P02,2007,10,1
M6,P02,2007,11,6
M6,P02,2007,12,11
M6,P02,2008,1,17
M6,P02,2008,2,14
M6,P02,2008,3,8
M6,P02,2008,4,2
M6,P02,2008,5,5
M6,P02,2008,6,7
M6,P02,2008,7,6
M6,P02,2008,8,11
M6,P02,2008,9,7
M6,P02,2008,10,9
M6,P02,2008,11,8
M6,P02,2008,12,2
M6,P02,2009,1,7
M6,P02,2009,2,7
M6,P02,2009,3,4
M6,P02,2009,4,7
M6,P02,2009,5,5
M6,P02,2009,6,5
M6,P02,2009,7,4
M6,P02,2009,8,3
M6,P02,2009,9,3
M6,P02,2009,10,2
M6,P02,2009,12,2
M6,P03,2008,8,1
M6,P03,2009,1,1
M6,P03,2009,4,1
M6,P04,2007,10,2
M6,P04,2007,11,10
M6,P04,2007,12,7
M6,P04,2008,1,4
M6,P04,2008,2,4
M6,P04,2008,3,7
M6,P04,2008,4,3
M6,P04,2008,5,6
M6,P04,2008,6,4
M6,P04,2008,7,5
M6,P04,2008,8,5
M6,P04,2008,9,5
M6,P04,2008,10,7
M6,P04,2008,11,7
M6,P04,2008,12,3
M6,P04,2009,1,4
M6,P04,2009,2,1
M6,P04,2009,3,1
M6,P04,2009,4,5
M6,P04,2009,5,2
M6,P04,2009,6,1
M6,P04,2009,7,3
M6,P04,2009,8,4
M6,P04,2009,9,1
M6,P04,2009,10,3
M6,P04,2009,11,1
M6,P04,2009,12,1
M6,P05,2007,9,3
M6,P05,2007,10,7
M6,P05,2007,12,12
M6,P05,2008,1,10
M6,P05,2008,2,4
M6,P05,2008,3,3
M6,P05,2008,4,6
M6,P05,2008,5,5
M6,P05,2008,6,6
M6,P05,2008,7,8
M6,P05,2008,8,5
M6,P05,2008,9,6
M6,P05,2008,10,18
M6,P05,2008,11,11
M6,P05,2008,12,16
M6,P05,2009,1,4
M6,P05,2009,2,4
M6,P05,2009,3,13
M6,P05,2009,4,17
M6,P05,2009,5,17
