module_category,component_category,year,month
M9,P02,2011,1
M9,P02,2011,2
M9,P02,2011,3
M9,P02,2011,4
M9,P02,2011,5
M9,P02,2011,6
M9,P02,2011,7
M9,P04,2010,1
M9,P04,2010,2
M9,P04,2010,3
M9,P04,2010,4
M9,P04,2010,5
M9,P04,2010,6
M9,P04,2010,7
M9,P04,2010,8
M9,P04,2010,9
M9,P04,2010,10
M9,P04,2010,11
M9,P04,2010,12
M9,P04,2011,1
M9,P04,2011,2
M9,P04,2011,3
M9,P04,2011,4
M9,P04,2011,5
M9,P04,2011,6
M9,P04,2011,7
M9,P05,2010,1
M9,P05,2010,2
M9,P05,2010,3
M9,P05,2010,4
M9,P05,2010,5
M9,P05,2010,6
M9,P05,2010,7
M9,P05,2010,8
M9,P05,2010,9
M9,P05,2010,10
M9,P05,2010,11
M9,P05,2010,12
M9,P05,2011,1
M9,P05,2011,2
M9,P05,2011,3
M9,P05,2011,4
M9,P05,2011,5
M9,P05,2011,6
M9,P05,2011,7
M9,P06,2010,1
M9,P06,2010,2
M9,P06,2010,3
M9,P06,2010,4
M9,P06,2010,5
M9,P06,2010,6
M9,P06,2010,7
M9,P06,2010,8
M9,P06,2010,9
M9,P06,2010,10
M9,P06,2010,11
M9,P06,2010,12
M9,P06,2011,1
M9,P06,2011,2
M9,P06,2011,3
M9,P06,2011,4
M9,P06,2011,5
M9,P06,2011,6
M9,P06,2011,7
M9,P09,2010,1
M9,P09,2010,2
M9,P09,2010,3
M9,P09,2010,4
M9,P09,2010,5
M9,P09,2010,6
M9,P09,2010,7
M9,P09,2010,8
M9,P09,2010,9
M9,P09,2010,10
M9,P09,2010,11
M9,P09,2010,12
M9,P09,2011,1
M9,P09,2011,2
M9,P09,2011,3
M9,P09,2011,4
M9,P09,2011,5
M9,P09,2011,6
M9,P09,2011,7
M9,P10,2010,1
M9,P10,2010,2
M9,P10,2010,3
M9,P10,2010,4
M9,P10,2010,5
M9,P10,2010,6
M9,P10,2010,7
M9,P10,2010,8
M9,P10,2010,9
M9,P10,2010,10
M9,P10,2010,11
M9,P10,2010,12
M9,P10,2011,1
M9,P10,2011,2
M9,P10,2011,3
M9,P10,2011,4
M9,P10,2011,5
M9,P10,2011,6
M9,P10,2011,7
M9,P11,2010,1
M9,P11,2010,2
M9,P11,2010,3
M9,P11,2010,4
M9,P11,2010,5
M9,P11,2010,6
M9,P11,2010,7
M9,P11,2010,8
M9,P11,2010,9
M9,P11,2010,10
M9,P11,2010,11
M9,P11,2010,12
M9,P11,2011,1
M9,P11,2011,2
M9,P11,2011,3
M9,P11,2011,4
M9,P11,2011,5
M9,P11,2011,6
M9,P11,2011,7
M9,P12,2010,1
M9,P12,2010,2
M9,P12,2010,3
M9,P12,2010,4
M9,P12,2010,5
M9,P12,2010,6
M9,P12,2010,7
M9,P12,2010,8
M9,P12,2010,9
M9,P12,2010,10
M9,P12,2010,11
M9,P12,2010,12
M9,P12,2011,1
M9,P12,2011,2
M9,P12,2011,3
M9,P12,2011,4
M9,P12,2011,5
M9,P12,2011,6
M9,P12,2011,7
M9,P13,2010,1
M9,P13,2010,2
M9,P13,2010,3
M9,P13,2010,4
M9,P13,2010,5
M9,P13,2010,6
M9,P13,2010,7
M9,P13,2010,8
M9,P13,2010,9
M9,P13,2010,10
M9,P13,2010,11
M9,P13,2010,12
M9,P13,2011,1
M9,P13,2011,2
M9,P13,2011,3
M9,P13,2011,4
M9,P13,2011,5
M9,P13,2011,6
M9,P13,2011,7
M9,P15,2010,1
M9,P15,2010,2
M9,P15,2010,3
M9,P15,2010,4
M9,P15,2010,5
M9,P15,2010,6
M9,P15,2010,7
M9,P15,2010,8
M9,P15,2010,9
M9,P15,2010,10
M9,P15,2010,11
M9,P15,2010,12
M9,P15,2011,1
M9,P15,2011,2
M9,P15,2011,3
M9,P15,2011,4
M9,P15,2011,5
M9,P15,2011,6
M9,P15,2011,7
M9,P16,2010,1
M9,P16,2010,2
M9,P16,2010,3
M9,P16,2010,4
M9,P16,2010,5
M9,P16,2010,6
M9,P16,2010,7
M9,P16,2010,8
M9,P16,2010,9
M9,P16,2010,10
M9,P16,2010,11
M9,P16,2010,12
M9,P16,2011,1
M9,P16,2011,2
M9,P16,2011,3
M9,P16,2011,4
M9,P16,2011,5
M9,P16,2011,6
M9,P16,2011,7
M9,P17,2010,1
M9,P17,2010,2
M9,P17,2010,3
M9,P17,2010,4
M9,P17,2010,5
M9,P17,2010,6
M9,P17,2010,7
M9,P17,2010,8
M9,P17,2010,9
M9,P17,2010,10
M9,P17,2010,11
M9,P17,2010,12
M9,P17,2011,1
M9,P17,2011,2
M9,P17,2011,3
M9,P17,2011,4
M9,P17,2011,5
M9,P17,2011,6
M9,P17,2011,7
M9,P19,2010,1
M9,P19,2010,2
M9,P19,2010,3
M9,P19,2010,4
M9,P19,2010,5
M9,P19,2010,6
M9,P19,2010,7
M9,P19,2010,8
M9,P19,2010,9
M9,P19,2010,10
M9,P19,2010,11
M9,P19,2010,12
M9,P19,2011,1
M9,P19,2011,2
M9,P19,2011,3
M9,P19,2011,4
M9,P19,2011,5
M9,P19,2011,6
M9,P19,2011,7
M9,P20,2010,1
M9,P20,2010,2
M9,P20,2010,3
M9,P20,2010,4
M9,P20,2010,5
M9,P20,2010,6
M9,P20,2010,7
M9,P20,2010,8
M9,P20,2010,9
M9,P20,2010,10
M9,P20,2010,11
M9,P20,2010,12
M9,P20,2011,1
M9,P20,2011,2
M9,P20,2011,3
M9,P20,2011,4
M9,P20,2011,5
M9,P20,2011,6
M9,P20,2011,7
M9,P21,2010,1
M9,P21,2010,2
M9,P21,2010,3
M9,P21,2010,4
M9,P21,2010,5
M9,P21,2010,6
M9,P21,2010,7
M9,P21,2010,8
M9,P21,2010,9
M9,P21,2010,10
M9,P21,2010,11
M9,P21,2010,12
M9,P21,2011,1
M9,P21,2011,2
M9,P21,2011,3
M9,P21,2011,4
M9,P21,2011,5
M9,P21,2011,6
M9,P21,2011,7
M9,P22,2010,1
M9,P22,2010,2
M9,P22,2010,3
M9,P22,2010,4
M9,P22,2010,5
M9,P22,2010,6
M9,P22,2010,7
M9,P22,2010,8
M9,P22,2010,9
M9,P22,2010,10
M9,P22,2010,11
M9,P22,2010,12
M9,P22,2011,1
M9,P22,2011,2
M9,P22,2011,3
M9,P22,2011,4
M9,P22,2011,5
M9,P22,2011,6
M9,P22,2011,7
M9,P23,2010,1
M9,P23,2010,2
M9,P23,2010,3
M9,P23,2010,4
M9,P23,2010,5
M9,P23,2010,6
M9,P23,2010,7
M9,P23,2010,8
M9,P23,2010,9
M9,P23,2010,10
M9,P23,2010,11
M9,P23,2010,12
M9,P23,2011,1
M9,P23,2011,2
M9,P23,2011,3
M9,P23,2011,4
M9,P23,2011,5
M9,P23,2011,6
M9,P23,2011,7
M9,P24,2010,1
M9,P24,2010,2
M9,P24,2010,3
M9,P24,2010,4
M9,P24,2010,5
M9,P24,2010,6
M9,P24,2010,7
M9,P24,2010,8
M9,P24,2010,9
M9,P24,2010,10
M9,P24,2010,11
M9,P24,2010,12
M9,P24,2011,1
M9,P24,2011,2
M9,P24,2011,3
M9,P24,2011,4
M9,P24,2011,5
M9,P24,2011,6
M9,P24,2011,7
M9,P25,2010,1
M9,P25,2010,2
M9,P25,2010,3
M9,P25,2010,4
M9,P25,2010,5
M9,P25,2010,6
M9,P25,2010,7
M9,P25,2010,8
M9,P25,2010,9
M9,P25,2010,10
M9,P25,2010,11
M9,P25,2010,12
M9,P25,2011,1
M9,P25,2011,2
M9,P25,2011,3
M9,P25,2011,4
M9,P25,2011,5
M9,P25,2011,6
M9,P25,2011,7
M9,P26,2010,1
M9,P26,2010,2
M9,P26,2010,3
M9,P26,2010,4
M9,P26,2010,5
M9,P26,2010,6
M9,P26,2010,7
M9,P26,2010,8
M9,P26,2010,9
M9,P26,2010,10
M9,P26,2010,11
M9,P26,2010,12
M9,P26,2011,1
M9,P26,2011,2
M9,P26,2011,3
M9,P26,2011,4
M9,P26,2011,5
M9,P26,2011,6
M9,P26,2011,7
M9,P27,2010,1
M9,P27,2010,2
M9,P27,2010,3
M9,P27,2010,4
M9,P27,2010,5
M9,P27,2010,6
M9,P27,2010,7
M9,P27,2010,8
M9,P27,2010,9
M9,P27,2010,10
M9,P27,2010,11
M9,P27,2010,12
M9,P27,2011,1
M9,P27,2011,2
M9,P27,2011,3
M9,P27,2011,4
M9,P27,2011,5
M9,P27,2011,6
M9,P27,2011,7
M9,P28,2010,1
M9,P28,2010,2
M9,P28,2010,3
M9,P28,2010,4
M9,P28,2010,5
M9,P28,2010,6
M9,P28,2010,7
M9,P28,2010,8
M9,P28,2010,9
M9,P28,2010,10
M9,P28,2010,11
M9,P28,2010,12
M9,P28,2011,1
M9,P28,2011,2
M9,P28,2011,3
M9,P28,2011,4
M9,P28,2011,5
M9,P28,2011,6
M9,P28,2011,7
M9,P30,2010,1
M9,P30,2010,2
M9,P30,2010,3
M9,P30,2010,4
M9,P30,2010,5
M9,P30,2010,6
M9,P30,2010,7
M9,P30,2010,8
M9,P30,2010,9
M9,P30,2010,10
M9,P30,2010,11
M9,P30,2010,12
M9,P30,2011,1
M9,P30,2011,2
M9,P30,2011,3
M9,P30,2011,4
M9,P30,2011,5
M9,P30,2011,6
M9,P30,2011,7
M9,P31,2010,1
M9,P31,2010,2
M9,P31,2010,3
M9,P31,2010,4
M9,P31,2010,5
M9,P31,2010,6
M9,P31,2010,7
M9,P31,2010,8
M9,P31,2010,9
M9,P31,2010,10
M9,P31,2010,11
M9,P31,2010,12
M9,P31,2011,1
M9,P31,2011,2
M9,P31,2011,3
M9,P31,2011,4
M9,P31,2011,5
M9,P31,2011,6
M9,P31,2011,7
