module_category,component_category,year/month,number_sale
M0,P14,2006/12,538
M8,P14,2006/3,0
M8,P14,2006/7,1076
M8,P14,2006/9,0
M4,P14,2006/1,1608
M4,P14,2006/3,168
M4,P14,2006/4,0
M5,P14,2006/1,101
M5,P14,2006/7,0
M5,P14,2006/9,0
M5,P14,2006/9,0
M5,P14,2006/10,0
M5,P14,2007/3,0
M7,P14,2006/11,0
M1,P14,2006/7,0
M1,P14,2006/9,0
M1,P14,2007/1,3360
M1,P14,2007/2,0
M9,P14,2005/8,0
M9,P14,2005/12,1838
M9,P14,2006/4,420
M9,P14,2006/9,555
M3,P14,2006/12,1603
M3,P14,2007/1,0
M3,P14,2007/3,2319
M3,P14,2007/7,0
M6,P14,2007/8,68
M8,P12,2006/12,0
M2,P12,2007/3,0
M2,P12,2007/4,0
M2,P12,2007/6,0
M2,P12,2007/10,0
M2,P12,2007/12,0
M2,P12,2008/1,0
M4,P12,2005/1,0
M4,P12,2005/1,0
M4,P12,2005/9,0
M0,P12,2006/10,538
M0,P12,2006/11,5807
M8,P12,2005/11,0
M8,P12,2005/12,0
M8,P12,2006/5,336
M8,P12,2006/9,481
M8,P12,2006/9,933
M5,P12,2005/11,227
M5,P12,2006/4,41
M5,P12,2007/1,0
M7,P12,2005/10,84
M7,P12,2006/6,0
M7,P12,2007/1,0
M7,P12,2007/3,0
M9,P12,2005/8,0
M9,P12,2005/8,0
M9,P12,2005/10,0
M3,P12,2006/10,3757
M3,P12,2007/1,11740
M3,P12,2007/4,0
M3,P12,2007/5,0
M2,P05,2007/2,0
M2,P05,2007/6,0
M4,P05,2005/7,4809
M4,P05,2005/9,0
M4,P05,2005/10,0
M0,P05,2006/8,7476
M0,P05,2006/11,84
M0,P05,2007/2,0
M8,P05,2005/11,0
M8,P05,2005/12,0
M8,P05,2006/2,0
M8,P05,2006/6,2287
M8,P05,2006/10,0
M5,P05,2005/12,1435
M5,P05,2006/3,0
M5,P05,2006/5,1680
M5,P05,2006/11,0
M5,P05,2007/3,0
M7,P05,2005/12,0
M7,P05,2006/9,0
M7,P05,2006/11,0
M1,P05,2006/3,2225
M1,P05,2006/4,0
M1,P05,2006/10,0
M1,P05,2006/10,34
M1,P05,2007/1,0
M9,P05,2005/7,0
M9,P05,2005/9,0
M9,P05,2005/10,1971
M9,P05,2005/12,0
M9,P05,2006/2,-5
M9,P05,2006/4,605
M9,P05,2006/8,0
M3,P05,2006/11,0
M3,P05,2007/4,0
M3,P05,2007/7,0
M3,P05,2007/9,0
M2,P28,2007/2,0
M2,P28,2007/12,0
M0,P28,2006/7,84
M0,P28,2006/8,504
M0,P28,2006/12,0
M0,P28,2007/1,0
M0,P28,2007/3,0
M8,P28,2005/11,0
M8,P28,2006/1,5494
M8,P28,2006/5,3159
M8,P28,2006/8,182
M8,P28,2006/9,0
M5,P28,2005/10,0
M5,P28,2006/2,0
M5,P28,2006/9,2
M5,P28,2006/12,0
M5,P28,2007/2,0
M7,P28,2005/10,0
M7,P28,2006/1,0
M7,P28,2006/7,0
M7,P28,2006/7,4941
M7,P28,2007/3,76
M1,P28,2007/1,3360
M9,P28,2006/7,5040
M9,P28,2006/10,0
M3,P28,2007/3,0
M3,P28,2007/4,-1
M3,P28,2007/7,147
M6,P28,2007/7,0
M4,P24,2005/4,353
M0,P24,2006/11,-3
M0,P24,2007/3,0
M0,P24,2007/3,0
M0,P24,2007/4,0
M8,P24,2005/9,0
M8,P24,2005/10,0
M8,P24,2005/10,0
M8,P24,2005/11,0
M8,P24,2006/9,481
M4,P24,2006/1,1608
M4,P24,2006/2,0
M5,P24,2005/11,0
M5,P24,2005/11,21
M5,P24,2005/12,135
M5,P24,2006/1,0
M5,P24,2006/3,0
M5,P24,2006/4,1832
M5,P24,2006/6,0
M5,P24,2006/6,0
M5,P24,2007/2,0
M7,P24,2005/9,0
M7,P24,2005/10,0
M7,P24,2006/1,0
M7,P24,2006/3,1596
M7,P24,2006/4,2230
M7,P24,2007/1,0
M7,P24,2007/1,0
M9,P24,2006/3,21
M9,P24,2006/6,202
M3,P24,2006/12,168
M3,P24,2007/8,-3
M4,P02,2005/8,353
M4,P02,2005/10,0
M0,P02,2006/3,17724
M0,P02,2007/1,0
M0,P02,2007/2,0
M0,P02,2007/2,0
M8,P02,2006/5,274
M8,P02,2006/6,0
M8,P02,2006/7,0
M8,P02,2006/10,2218
M4,P02,2006/1,2154
M4,P02,2006/1,0
M4,P02,2006/3,0
M4,P02,2006/4,0
M5,P02,2005/10,51
M5,P02,2006/5,0
M5,P02,2007/1,0
M7,P02,2005/11,0
M7,P02,2006/2,899
M7,P02,2006/4,1848
M7,P02,2006/10,0
M1,P02,2006/10,-1
M1,P02,2006/10,252
M9,P02,2005/7,0
M9,P02,2006/4,0
M3,P02,2006/11,911
M3,P02,2007/2,0
M3,P02,2007/3,0
M3,P02,2007/6,0
M3,P02,2007/7,0
M2,P19,2007/2,0
M2,P19,2007/4,0
M2,P19,2007/9,0
M2,P19,2008/1,0
M4,P19,2005/2,34
M4,P19,2005/5,1770
M0,P19,2006/12,0
M0,P19,2007/1,0
M8,P19,2005/12,6804
M8,P19,2006/2,1427
M8,P19,2006/6,0
M8,P19,2006/8,992
M8,P19,2006/10,0
M8,P19,2006/10,0
M8,P19,2006/11,0
M8,P19,2006/11,0
M4,P19,2005/12,0
M4,P19,2006/1,0
M4,P19,2006/5,0
M5,P19,2005/12,0
M5,P19,2006/7,0
M5,P19,2006/7,0
M5,P19,2006/11,0
M7,P19,2005/9,0
M7,P19,2005/12,0
M7,P19,2006/8,0
M7,P19,2007/3,0
M1,P19,2006/6,0
M1,P19,2006/7,706
M1,P19,2006/12,0
M1,P19,2007/1,0
M9,P19,2005/10,1971
M9,P19,2006/8,2
M3,P19,2007/2,0
M3,P19,2007/2,140
M3,P19,2007/4,0
M3,P19,2007/5,0
M6,P19,2007/8,21
M2,P20,2007/3,0
M2,P20,2007/7,34
M0,P20,2006/3,504
M0,P20,2006/4,11
M0,P20,2006/12,34
M0,P20,2007/2,0
M8,P20,2006/3,84
M8,P20,2006/5,3360
M8,P20,2006/6,135
M8,P20,2006/7,516
M8,P20,2006/10,-5
M4,P20,2006/3,0
M4,P20,2006/4,0
M4,P20,2006/5,0
M5,P20,2006/3,7258
M5,P20,2006/7,0
M7,P20,2005/12,420
M7,P20,2006/2,1176
M7,P20,2006/8,2352
M7,P20,2007/2,0
M1,P20,2007/2,0
M9,P20,2005/9,0
M9,P20,2005/10,0
M9,P20,2006/8,0
M9,P20,2006/8,504
M3,P20,2006/12,17
M3,P20,2007/4,0
M3,P20,2007/5,0
M2,P04,2007/3,336
M4,P04,2005/1,0
M4,P04,2005/1,0
M4,P04,2005/6,266
M0,P04,2006/4,365
M0,P04,2006/5,840
M0,P04,2006/11,0
M0,P04,2007/1,0
M8,P04,2006/8,0
M8,P04,2006/11,147
M5,P04,2005/11,0
M5,P04,2005/12,7448
M5,P04,2006/1,8251
M5,P04,2006/3,0
M5,P04,2006/5,0
M5,P04,2006/6,0
M5,P04,2006/7,0
M7,P04,2005/12,34
M7,P04,2006/6,1875
M7,P04,2006/10,0
M1,P04,2006/5,4125
M1,P04,2006/9,1781
M9,P04,2006/4,135
M3,P04,2006/11,152
M6,P04,2007/8,68
M6,P04,2007/9,362
M2,P07,2007/11,0
M2,P07,2007/12,0
M4,P07,2005/6,1229
M0,P07,2006/5,605
M0,P07,2007/3,-1
M0,P07,2007/4,0
M8,P07,2005/9,0
M8,P07,2005/10,0
M8,P07,2006/6,0
M8,P07,2006/8,0
M4,P07,2005/12,353
M5,P07,2006/7,0
M5,P07,2006/8,0
M5,P07,2006/9,0
M5,P07,2006/9,0
M5,P07,2006/10,0
M5,P07,2006/10,0
M7,P07,2005/12,0
M7,P07,2006/6,353
M7,P07,2006/12,0
M1,P07,2006/2,0
M1,P07,2006/4,0
M1,P07,2006/6,0
M1,P07,2006/8,0
M1,P07,2006/10,0
M1,P07,2006/10,0
M9,P07,2005/8,807
M9,P07,2006/8,504
M3,P07,2006/10,1294
M3,P07,2007/1,168
M3,P07,2007/5,672
M3,P07,2007/9,0
M6,P07,2008/1,1099
M4,P22,2005/7,0
M4,P22,2005/8,353
M0,P22,2006/4,0
M0,P22,2006/11,168
M0,P22,2007/3,0
M8,P22,2006/4,252
M8,P22,2006/12,0
M4,P22,2006/4,504
M4,P22,2006/4,-3
M5,P22,2005/11,370
M5,P22,2006/6,98
M5,P22,2006/7,0
M7,P22,2006/4,756
M7,P22,2006/6,51
M1,P22,2006/3,0
M1,P22,2006/4,0
M1,P22,2006/6,0
M1,P22,2006/9,420
M1,P22,2006/9,5057
M1,P22,2006/11,636
M1,P22,2007/2,0
M9,P22,2005/9,266
M9,P22,2005/12,0
M9,P22,2005/12,2100
M9,P22,2006/5,908
M9,P22,2006/7,0
M9,P22,2006/8,2100
M9,P22,2006/11,0
M3,P22,2007/6,0
M6,P22,2007/9,84
M2,P15,2007/3,0
M2,P15,2007/12,1114
M4,P15,2005/3,756
M0,P15,2006/8,924
M8,P15,2006/7,0
M8,P15,2006/7,5509
M8,P15,2006/10,0
M4,P15,2006/3,0
M5,P15,2006/1,0
M5,P15,2006/5,269
M5,P15,2006/8,0
M7,P15,2005/9,0
M7,P15,2005/9,0
M7,P15,2007/2,0
M9,P15,2005/8,0
M9,P15,2006/2,0
M9,P15,2006/3,588
M3,P15,2007/4,0
M6,P15,2007/10,0
M6,P15,2007/11,168
M6,P15,2007/12,387
M4,P17,2005/1,0
M4,P17,2005/3,0
M4,P17,2005/3,1126
M4,P17,2005/7,249
M0,P17,2006/8,756
M0,P17,2006/9,1008
M0,P17,2006/10,588
M0,P17,2007/3,0
M0,P17,2007/3,0
M8,P17,2005/9,0
M8,P17,2006/6,2287
M8,P17,2006/6,2099
M8,P17,2006/10,0
M5,P17,2005/10,3038
M5,P17,2006/10,84
M5,P17,2006/12,0
M7,P17,2006/3,0
M7,P17,2006/4,0
M7,P17,2006/7,1076
M7,P17,2006/7,0
M7,P17,2007/3,0
M7,P17,2007/3,0
M1,P17,2006/3,0
M1,P17,2006/4,0
M1,P17,2006/11,0
M1,P17,2006/12,0
M1,P17,2007/2,0
M9,P17,2005/8,252
M9,P17,2005/9,471
M9,P17,2006/2,0
M9,P17,2006/3,17
M9,P17,2006/3,-1
M3,P17,2007/1,2957
M3,P17,2007/2,0
M3,P17,2007/6,-3
M2,P30,2007/4,84
M2,P30,2007/6,0
M2,P30,2007/10,0
M0,P30,2006/8,68
M0,P30,2006/12,76
M0,P30,2007/4,0
M8,P30,2005/9,0
M4,P30,2005/11,0
M4,P30,2005/12,0
M4,P30,2006/5,0
M5,P30,2005/10,0
M5,P30,2006/1,2268
M5,P30,2006/1,0
M5,P30,2006/4,353
M5,P30,2007/3,0
M7,P30,2005/9,0
M7,P30,2006/2,899
M7,P30,2006/6,0
M7,P30,2006/8,0
M1,P30,2006/2,0
M1,P30,2006/11,0
M1,P30,2007/2,0
M9,P30,2005/9,336
M9,P30,2005/11,0
M9,P30,2006/9,0
M9,P30,2006/10,0
M3,P30,2006/11,7241
M3,P30,2007/1,-1
M3,P30,2007/6,0
M6,P30,2008/1,0
M4,P03,2005/7,0
M0,P03,2006/9,1680
M0,P03,2006/11,168
M0,P03,2006/12,0
M0,P03,2007/1,0
M8,P03,2005/10,0
M8,P03,2006/9,0
M8,P03,2006/10,336
M8,P03,2006/11,0
M4,P03,2005/11,0
M4,P03,2006/3,0
M5,P03,2005/12,0
M5,P03,2006/12,0
M7,P03,2005/11,0
M7,P03,2006/10,0
M7,P03,2006/12,0
M7,P03,2007/2,0
M1,P03,2006/4,0
M9,P03,2005/8,0
M9,P03,2006/2,0
M9,P03,2006/3,6059
M9,P03,2006/6,168
M3,P03,2006/11,168
M3,P03,2007/7,0
M6,P03,2008/1,0
M2,P11,2007/2,0
M2,P11,2007/7,0
M4,P11,2005/2,0
M4,P11,2005/6,26
M0,P11,2006/7,0
M8,P11,2005/11,1966
M8,P11,2006/3,0
M8,P11,2006/12,0
M8,P11,2006/12,0
M4,P11,2006/4,0
M4,P11,2006/5,-16
M5,P11,2005/11,21
M5,P11,2006/3,0
M5,P11,2006/4,0
M5,P11,2006/4,101
M5,P11,2006/6,-1
M7,P11,2005/11,41
M7,P11,2006/3,380
M7,P11,2006/11,0
M1,P11,2007/2,0
M9,P11,2005/12,1297
M9,P11,2006/7,34
M3,P11,2007/2,303
M3,P11,2007/8,0
M3,P11,2007/9,0
M2,P16,2007/2,0
M2,P16,2007/11,0
M4,P16,2005/5,1109
M0,P16,2006/3,0
M0,P16,2006/8,2717
M0,P16,2007/4,0
M0,P16,2007/4,0
M0,P16,2007/4,0
M8,P16,2005/11,0
M8,P16,2006/1,0
M8,P16,2006/2,0
M8,P16,2006/8,336
M8,P16,2006/10,0
M4,P16,2006/5,-16
M5,P16,2006/5,59
M5,P16,2006/9,0
M5,P16,2006/10,0
M5,P16,2007/2,0
M5,P16,2007/2,0
M7,P16,2005/9,0
M7,P16,2006/9,0
M1,P16,2006/2,0
M1,P16,2006/4,8232
M1,P16,2006/11,9916
M9,P16,2005/7,0
M9,P16,2005/8,0
M9,P16,2005/12,2100
M9,P16,2006/1,756
M9,P16,2006/4,5897
M9,P16,2006/11,0
M3,P16,2007/2,5991
M3,P16,2007/5,0
M3,P16,2007/6,0
M3,P16,2007/9,0
M3,P16,2007/9,0
M6,P16,2007/8,11
M6,P16,2007/9,0
M8,P27,2006/12,0
M2,P27,2007/10,0
M4,P27,2005/1,0
M4,P27,2005/3,0
M4,P27,2005/8,0
M0,P27,2006/2,0
M0,P27,2006/2,0
M0,P27,2006/2,0
M0,P27,2006/6,-1
M0,P27,2006/10,783
M8,P27,2006/7,0
M8,P27,2006/9,0
M8,P27,2006/10,0
M4,P27,2006/3,0
M4,P27,2006/3,0
M4,P27,2006/3,0
M4,P27,2006/4,0
M5,P27,2006/1,3945
M5,P27,2006/4,4222
M5,P27,2006/6,0
M5,P27,2006/7,0
M5,P27,2006/10,0
M5,P27,2006/12,0
M5,P27,2007/1,0
M7,P27,2006/2,504
M7,P27,2006/4,336
M1,P27,2006/3,0
M9,P27,2006/5,286
M9,P27,2006/6,0
M3,P27,2006/12,8736
M3,P27,2007/1,3562
M2,P21,2007/4,84
M4,P21,2005/1,0
M4,P21,2005/4,1722
M4,P21,2005/5,125
M0,P21,2006/2,437
M0,P21,2006/4,24
M0,P21,2006/10,1338
M0,P21,2006/11,0
M0,P21,2006/11,1613
M8,P21,2005/10,168
M8,P21,2006/3,336
M8,P21,2006/11,0
M8,P21,2006/12,0
M4,P21,2006/4,0
M5,P21,2005/10,1591
M5,P21,2006/3,0
M5,P21,2006/6,671
M5,P21,2006/12,0
M5,P21,2007/2,0
M5,P21,2007/2,0
M7,P21,2005/11,0
M7,P21,2006/2,1176
M7,P21,2006/6,1875
M7,P21,2006/8,0
M7,P21,2006/10,0
M7,P21,2006/11,0
M7,P21,2006/12,0
M7,P21,2007/2,-1
M1,P21,2006/11,933
M1,P21,2007/1,0
M2,P06,2007/3,0
M4,P06,2005/7,0
M4,P06,2005/8,1284
M4,P06,2005/9,0
M4,P06,2005/10,0
M0,P06,2006/5,0
M8,P06,2005/9,0
M8,P06,2006/6,2287
M8,P06,2006/9,0
M8,P06,2006/10,200
M5,P06,2006/1,0
M5,P06,2006/6,0
M5,P06,2006/10,0
M5,P06,2006/10,0
M1,P06,2006/2,0
M1,P06,2006/2,0
M1,P06,2006/8,3159
M9,P06,2005/9,0
M9,P06,2006/3,370
M9,P06,2006/5,0
M9,P06,2006/8,0
M3,P06,2006/12,891
M6,P06,2007/9,95
M2,P23,2007/2,0
M2,P23,2007/6,6158
M2,P23,2007/9,-3
M4,P23,2005/5,716
M4,P23,2005/9,0
M4,P23,2005/9,84
M0,P23,2006/5,840
M0,P23,2006/5,588
M0,P23,2006/7,0
M8,P23,2005/12,0
M8,P23,2005/12,202
M8,P23,2006/5,1529
M8,P23,2006/7,0
M4,P23,2006/4,0
M5,P23,2006/6,0
M5,P23,2006/10,0
M5,P23,2006/12,0
M5,P23,2007/3,0
M7,P23,2005/12,172
M7,P23,2006/7,51
M7,P23,2006/8,0
M7,P23,2006/8,0
M3,P23,2006/11,11592
M3,P23,2007/3,0
M3,P23,2007/3,0
M3,P23,2007/5,857
M3,P23,2007/9,0
M6,P23,2007/7,0
M6,P23,2007/8,0
M2,P31,2007/6,100202
M2,P31,2007/10,0
M4,P31,2005/1,0
M4,P31,2005/1,0
M4,P31,2005/2,0
M0,P31,2006/2,0
M0,P31,2006/4,0
M0,P31,2006/4,11
M0,P31,2007/2,0
M0,P31,2007/2,0
M8,P31,2006/3,0
M8,P31,2006/9,0
M4,P31,2006/1,0
M4,P31,2006/2,0
M5,P31,2005/9,0
M5,P31,2005/11,11690
M5,P31,2006/7,0
M5,P31,2006/9,0
M7,P31,2006/1,0
M7,P31,2006/7,0
M7,P31,2006/10,0
M1,P31,2006/3,0
M1,P31,2006/6,0
M1,P31,2006/8,1907
M1,P31,2006/9,0
M1,P31,2006/12,0
M9,P31,2006/2,152
M3,P31,2006/12,336
M3,P31,2007/2,2279
M2,P09,2008/1,0
M4,P09,2005/2,0
M4,P09,2005/9,4258
M4,P09,2005/10,0
M0,P09,2007/4,0
M8,P09,2005/12,6196
M8,P09,2005/12,81
M8,P09,2006/4,0
M8,P09,2006/5,0
M4,P09,2006/3,0
M5,P09,2006/1,0
M5,P09,2006/4,420
M5,P09,2006/7,0
M5,P09,2007/1,0
M5,P09,2007/3,0
M7,P09,2006/7,20080
M7,P09,2006/12,0
M7,P09,2007/2,0
M1,P09,2006/3,0
M9,P09,2005/9,336
M9,P09,2005/10,0
M9,P09,2005/12,21
M9,P09,2006/3,0
M3,P09,2007/9,0
M6,P09,2008/1,0
M4,P10,2005/3,0
M4,P10,2005/4,101
M4,P10,2005/8,0
M0,P10,2007/2,0
M8,P10,2006/7,504
M8,P10,2006/8,0
M8,P10,2006/9,0
M8,P10,2006/11,0
M4,P10,2005/11,-6
M5,P10,2005/9,0
M5,P10,2006/2,7812
M5,P10,2006/3,0
M5,P10,2006/4,0
M5,P10,2006/4,34
M5,P10,2006/10,-1
M5,P10,2006/12,0
M7,P10,2006/10,0
M7,P10,2007/2,0
M1,P10,2006/6,0
M1,P10,2006/9,0
M9,P10,2005/8,0
M9,P10,2005/11,6211
M9,P10,2006/5,336
M9,P10,2006/7,0
M9,P10,2006/10,0
M3,P10,2007/3,168
M3,P10,2007/5,0
M2,P29,2007/11,0
M4,P29,2005/6,0
M4,P29,2005/9,31
M0,P29,2006/6,1398
M0,P29,2006/10,0
M0,P29,2006/11,168
M0,P29,2006/11,74
M0,P29,2007/4,0
M8,P29,2005/11,227
M8,P29,2005/11,0
M8,P29,2006/1,0
M8,P29,2006/1,3612
M8,P29,2006/3,504
M5,P29,2005/11,0
M5,P29,2006/6,0
M5,P29,2006/8,0
M5,P29,2006/10,0
M5,P29,2006/12,0
M7,P29,2005/12,0
M7,P29,2006/2,0
M7,P29,2006/2,17
M7,P29,2006/4,101
M7,P29,2006/8,2352
M1,P29,2006/3,113
M1,P29,2006/7,1017
M1,P29,2006/8,9392
M1,P29,2006/12,0
M1,P29,2007/1,3360
M9,P29,2005/7,0
M9,P29,2005/11,0
M9,P29,2005/12,0
M3,P29,2006/10,21
M3,P29,2007/1,0
M3,P29,2007/5,0
M2,P25,2007/3,462
M2,P25,2007/5,0
M2,P25,2007/10,0
M2,P25,2007/11,0
M4,P25,2005/5,840
M4,P25,2005/6,320
M4,P25,2005/6,0
M4,P25,2005/11,0
M0,P25,2006/4,0
M0,P25,2006/8,2527
M0,P25,2006/10,-3
M0,P25,2007/2,0
M0,P25,2007/4,0
M8,P25,2006/1,0
M8,P25,2006/6,242
M4,P25,2005/11,0
M4,P25,2006/4,0
M5,P25,2006/1,491
M5,P25,2006/3,0
M5,P25,2006/6,0
M5,P25,2007/2,0
M5,P25,2007/2,0
M7,P25,2005/11,0
M7,P25,2005/11,0
M7,P25,2006/4,1034
M7,P25,2006/12,0
M1,P25,2006/5,1815
M9,P25,2005/10,0
M9,P25,2005/11,0
M3,P25,2006/11,152
M3,P25,2006/11,958
M2,P13,2007/6,31
M2,P13,2007/12,0
M4,P13,2005/4,0
M0,P13,2006/3,0
M0,P13,2006/7,0
M0,P13,2006/11,15883
M0,P13,2007/3,0
M8,P13,2005/9,0
M8,P13,2006/1,0
M8,P13,2006/9,0
M5,P13,2006/4,4222
M5,P13,2006/4,51
M5,P13,2006/8,0
M5,P13,2006/12,0
M5,P13,2007/2,0
M7,P13,2006/2,1499
M7,P13,2006/6,4
M7,P13,2006/9,34
M7,P13,2006/12,0
M1,P13,2006/4,0
M1,P13,2006/4,34
M1,P13,2006/9,1059
M1,P13,2007/1,0
M9,P13,2005/7,0
M9,P13,2005/7,0
M9,P13,2005/12,167
M9,P13,2006/10,958
M3,P13,2006/12,891
M3,P13,2007/5,-5
M2,P08,2007/3,672
M2,P08,2007/3,2688
M2,P08,2007/7,420
M2,P08,2008/1,0
M4,P08,2005/6,649
M4,P08,2005/9,135
M8,P08,2005/9,3492
M4,P08,2006/5,0
M5,P08,2006/9,0
M5,P08,2006/11,0
M7,P08,2006/2,155
M7,P08,2006/9,0
M7,P08,2006/11,0
M1,P08,2006/5,1756
M9,P08,2005/10,21
M9,P08,2006/2,0
M9,P08,2006/5,0
M9,P08,2006/7,-47
M9,P08,2006/9,0
M9,P08,2006/10,0
M3,P08,2007/2,189
M2,P26,2007/2,0
M2,P26,2007/5,0
M2,P26,2007/7,0
M4,P26,2005/2,0
M4,P26,2005/4,0
M4,P26,2005/6,353
M4,P26,2005/7,4809
M0,P26,2006/6,1059
M0,P26,2006/7,2433
M0,P26,2006/8,8521
M0,P26,2006/11,15883
M0,P26,2007/2,0
M8,P26,2005/10,21
M8,P26,2006/6,152
M8,P26,2006/9,0
M4,P26,2006/1,824
M4,P26,2006/5,0
M5,P26,2006/5,0
M5,P26,2006/6,0
M5,P26,2007/1,0
M5,P26,2007/1,0
M5,P26,2007/3,0
M7,P26,2006/3,0
M7,P26,2006/10,0
M7,P26,2006/11,0
M7,P26,2006/12,0
M1,P26,2006/9,5057
M1,P26,2007/2,0
M9,P26,2005/7,0
M9,P26,2006/7,790
M9,P26,2006/8,0
M3,P26,2007/4,0
M3,P26,2007/5,0
M6,P26,2007/6,0
M2,P18,2007/5,0
M4,P18,2005/1,1983
M4,P18,2005/5,0
M4,P18,2005/6,42
M4,P18,2005/6,0
M0,P18,2006/2,0
M0,P18,2006/12,103
M0,P18,2007/1,-3
M8,P18,2006/1,5494
M8,P18,2006/2,51
M8,P18,2006/6,0
M4,P18,2006/3,0
M5,P18,2006/4,0
M5,P18,2006/5,0
M5,P18,2006/12,0
M5,P18,2006/12,0
M5,P18,2007/3,0
M7,P18,2005/9,0
M7,P18,2006/11,0
M7,P18,2006/12,0
M7,P18,2007/2,0
M1,P18,2006/5,756
M1,P18,2006/12,2520
M9,P18,2005/7,0
M9,P18,2005/8,0
M9,P18,2005/8,0
M3,P18,2007/2,303
M3,P18,2007/6,0
M4,P01,2005/5,716
M0,P01,2006/5,0
M8,P01,2006/3,0
M8,P01,2006/4,740
M8,P01,2006/5,0
M8,P01,2006/5,0
M8,P01,2006/10,2218
M5,P01,2005/10,0
M5,P01,2005/10,0
M5,P01,2006/12,0
M5,P01,2007/1,0
M7,P01,2006/2,0
M7,P01,2006/8,0
M7,P01,2006/11,0
M7,P01,2006/11,0
M7,P01,2007/3,0
M1,P01,2006/5,1664
M1,P01,2006/9,0
M1,P01,2007/1,0
M1,P01,2007/2,-6
M9,P01,2005/7,0
M9,P01,2005/9,622
M9,P01,2006/5,723
M9,P01,2006/6,4012
M9,P01,2006/7,269
M9,P01,2006/10,0
M3,P01,2007/7,0
M3,P01,2007/9,-1
M2,P14,2007/3,0
M4,P14,2005/3,0
M4,P14,2005/8,926
M0,P14,2006/11,0
M0,P14,2007/2,0
M8,P14,2005/10,0
M8,P14,2006/4,11
M8,P14,2006/6,185
M8,P14,2006/8,0
M8,P14,2006/11,0
M5,P14,2005/9,0
M5,P14,2005/12,6527
M5,P14,2006/3,555
M5,P14,2006/3,0
M5,P14,2006/4,0
M5,P14,2006/9,0
M7,P14,2005/12,252
M7,P14,2006/6,1092
M7,P14,2007/1,315
M1,P14,2006/4,0
M1,P14,2006/6,0
M1,P14,2006/7,59
M9,P14,2005/10,0
M9,P14,2006/9,0
M3,P14,2006/10,0
M3,P14,2007/4,689
M3,P14,2007/8,0
M6,P14,2007/9,84
M2,P12,2007/9,0
M4,P12,2005/6,0
M0,P12,2006/2,0
M0,P12,2006/6,42
M0,P12,2006/9,0
M0,P12,2007/1,0
M8,P12,2005/10,0
M8,P12,2006/1,0
M8,P12,2006/3,1470
M8,P12,2006/6,0
M8,P12,2006/8,504
M8,P12,2006/12,0
M8,P12,2006/12,0
M5,P12,2005/12,68
M5,P12,2006/1,84
M5,P12,2006/1,0
M5,P12,2006/6,0
M7,P12,2005/9,0
M7,P12,2005/9,0
M7,P12,2005/12,0
M7,P12,2006/8,0
M7,P12,2007/1,0
M1,P12,2006/6,0
M1,P12,2006/11,0
M9,P12,2005/7,0
M9,P12,2005/7,0
M9,P12,2005/7,0
M9,P12,2005/8,84
M9,P12,2005/10,6045
M9,P12,2006/9,0
M3,P12,2007/2,0
M4,P05,2005/8,0
M0,P05,2006/10,0
M0,P05,2006/10,4091
M0,P05,2006/10,6531
M0,P05,2007/2,0
M0,P05,2007/3,0
M0,P05,2007/3,0
M8,P05,2005/12,168
M8,P05,2006/2,51
M8,P05,2006/6,0
M8,P05,2006/9,84
M8,P05,2006/9,0
M8,P05,2006/9,0
M8,P05,2006/9,0
M8,P05,2006/10,0
M4,P05,2006/5,0
M5,P05,2005/9,0
M5,P05,2006/4,-1
M5,P05,2006/6,5365
M5,P05,2007/2,0
M7,P05,2006/3,0
M7,P05,2006/4,0
M7,P05,2006/6,1227
M7,P05,2006/6,41
M7,P05,2006/9,0
M7,P05,2007/1,0
M1,P05,2006/7,504
M9,P05,2005/9,0
M9,P05,2006/11,0
M4,P28,2005/1,0
M4,P28,2005/7,3732
M4,P28,2005/8,252
M4,P28,2005/10,7490
M0,P28,2006/8,840
M0,P28,2006/9,10905
M8,P28,2005/12,168
M4,P28,2005/12,202
M4,P28,2006/2,-5
M4,P28,2006/3,0
M4,P28,2006/5,2159
M5,P28,2006/8,0
M5,P28,2006/8,0
M5,P28,2006/8,0
M7,P28,2005/9,0
M7,P28,2006/6,7056
M7,P28,2006/9,0
M1,P28,2006/3,0
M1,P28,2006/7,901
M1,P28,2006/8,219
M1,P28,2006/12,0
M9,P28,2006/5,0
M9,P28,2006/7,0
M9,P28,2006/8,0
M3,P28,2006/10,1680
M8,P24,2006/12,0
M4,P24,2005/4,0
M4,P24,2005/10,-5
M0,P24,2006/7,118
M0,P24,2007/2,0
M8,P24,2005/12,6196
M8,P24,2006/4,294
M8,P24,2006/6,-3
M8,P24,2006/7,504
M8,P24,2006/9,0
M8,P24,2006/11,147
M4,P24,2006/4,0
M4,P24,2006/5,0
M5,P24,2005/9,0
M5,P24,2006/1,0
M5,P24,2006/5,68
M5,P24,2007/3,0
M7,P24,2005/12,508
M7,P24,2006/1,0
M7,P24,2006/2,17
M7,P24,2006/6,530
M7,P24,2006/9,0
M7,P24,2006/9,0
M7,P24,2006/11,0
M9,P24,2005/8,252
M9,P24,2005/9,4963
M9,P24,2005/11,3649
M9,P24,2006/3,0
M3,P24,2007/1,0
M3,P24,2007/8,0
M3,P24,2007/9,0
M6,P24,2008/1,0
M2,P02,2007/5,84
M2,P02,2007/7,420
M4,P02,2005/5,11
M0,P02,2006/10,4091
